"probe","GSM302859","GSM302864","GSM302866","GSM302870","GSM302872","GSM302882","GSM302896","GSM302900","GSM302924","GSM302927","GSM302933","GSM302943","GSM303364","GSM303366","GSM303368","GSM303520","GSM303522","GSM303523","GSM303525","GSM303531","GSM303533"
"211944_at",416.309,542.283,424.873,526.041,298.429,238.697,382.218,330.356,334.874,330.411,205.527,550.018,235.955,204.705,222.776,527.344,584.055,595.742,796.539,759.674,541.577
"211945_s_at",7176.03,4662.3,7372.79,6925.88,3956.49,4330.74,4949.85,4102.49,3950.54,4802.26,3968.67,3967.19,4139.04,5832.33,4971.38,5281.61,7179.5,5787.28,4475.46,4801.49,4530.82
"211946_s_at",2125.49,1966.57,1930.71,3549.44,1288.52,1630.51,1896.28,2226.79,1320.11,1249.78,1415.07,1370.87,1784.56,2018.67,1675.38,1544.62,2456.07,1042.52,1420.54,1543.59,1478.53
"211947_s_at",73.6521,17.2932,10.3509,215.342,6.49533,6.18995,10.3462,14.271,46.0534,8.44339,8.65624,80.0582,8.00966,20.5293,48.8267,178.883,40.8407,108.653,122.194,180.891,92.8991
"211948_x_at",1457.89,1064.62,922.115,1746.35,746.543,864.801,1262.58,1994.62,1147.49,935.863,626.047,1331.47,510.024,442.998,472.852,1372.49,1419.07,2001.1,1586.84,2121.38,1407.44
"211949_s_at",315.329,263.381,193.534,577.816,151.066,209.46,206.886,107.797,103.533,221.18,171.579,181.267,190.26,173.999,185.364,372.193,473.878,279.712,278.625,268.694,371.281
"211950_at",1122.89,1082.72,776.011,1080.47,1185.94,1333.74,1157.44,1746.38,1410.83,1087.58,1476.95,1306.06,1189.29,1745.31,1481.42,1568.53,777.404,1781.85,1953.67,1871.33,1904.9
"211951_at",1583.42,882.188,876.951,4384.14,956.248,1100.29,1184.1,1134.02,945.281,928.394,1438.74,986.146,1130.69,882.855,879.777,755.426,3417.9,749.985,811.987,889.037,921.84
"211952_at",174.537,184.516,364.719,401.039,246.599,258.773,245.669,208.236,345.649,269.359,222.361,296.696,232.188,226.358,241.269,138.711,339.775,219.161,276.573,143.313,235.747
"211953_s_at",664.293,526.416,897.662,1580.01,466.142,477.495,521.849,412.828,689.936,427.454,418.299,388.112,340.058,506.102,449.083,304.119,1119.87,309.679,312.261,355.397,290.546
"211954_s_at",873.008,719.987,1293.05,1502.04,790.788,1026.84,876.477,822.943,1403.94,755.467,788.245,850.709,746.985,879.11,726.954,577.342,1132.89,752.477,612.536,714.097,628.043
"211955_at",710.42,479.46,1088.02,942.606,617.148,612.621,501.001,464.26,1191.76,324.105,657.793,488.945,521.921,686.8,450.136,532.465,658.289,734.261,610.17,501.362,680.673
"211956_s_at",13497,13176.1,16495.9,17341.9,8382.73,8703.18,9751.22,8960.97,8802.53,8386.88,9887.75,8966.17,9824.56,8953.66,9855.8,10766.5,15115,10834.3,12369.8,12435,12982.9
"211958_at",532.186,764.266,759.963,576.79,405.233,793.388,354.536,297.109,728.679,330.749,425.361,245.572,374.542,431.178,235.572,429.342,426.5,1906.8,1769.19,1872.87,717.946
"211959_at",6691.96,9066.6,8898.32,4638.39,7402.96,8154.85,3553.15,3929.94,6567.2,1943.3,6048.17,2918.5,2043.4,4486.17,1438.2,2006.07,4325.41,13845.9,14561.1,15318.7,8700.71
"211960_s_at",896.879,942.117,847.28,1386.68,751.809,862.686,853.603,911.925,735.464,861.027,578.652,704.956,629.995,922.623,924.344,896.034,1373.73,632.617,554.246,536.77,667.302
"211961_s_at",2113.34,2150.33,2275.99,2567.48,2276.61,2795.75,2303.83,2745.22,2690.48,2202.11,2407.26,1765.87,1878.83,2860.46,2254.29,1929.97,2007.8,2817.82,2468.27,2418.82,2041.99
"211962_s_at",4278.51,4131.49,4453.9,3046.54,1646.56,2074.15,2893.8,2263.08,1458.01,1967.9,1245.23,1909.48,1848.14,2883.22,1682.81,2685.93,4934.46,2227.84,3137.71,3807.91,2652.54
"211963_s_at",4497.5,4445.51,2798.23,3434.4,4183.41,3627.01,3534.48,4438.09,3732.19,5043.79,5565.93,5842.44,4120.6,4571.06,5097.92,5133.06,2587.03,3950.96,3994.25,4025.44,4259.63
"211964_at",10363.4,2869.85,5183.62,3187.06,4137.06,5060.79,8320.2,4647.98,4629.28,5996.21,3855.83,4079.36,5873.77,6532.51,2609.65,2883.12,4647.95,11851.3,5918.24,7028,5640.29
"211965_at",866.128,495.31,544.99,613.934,459.256,563.888,579.38,301.43,598.344,462.659,359.075,424.993,654.021,616.128,324.84,1220.27,1381.14,936.809,1488.35,1680.2,1146.59
"211966_at",4441.16,788.96,1495.71,1387.36,1207.14,1552.77,3238.29,1032.23,1389.62,1798,696.478,1228.92,2085.92,2161.94,647.018,1419.81,1553.35,4459.64,2425.67,2217.84,2545.54
"211967_at",1293.09,1174.08,1316.73,954.167,797.597,1170.9,1155.05,1153.97,1263.08,1224.22,1165.57,1062.4,907.755,1421.47,1313.06,1007.95,1560.88,649.497,833.278,844.285,740.06
"211968_s_at",4439.41,3657.14,3842.14,7245.44,3753.08,3723.99,3271.09,3493.67,4525.59,4151.58,3984.99,5480.43,3970.52,3902.07,4548.08,6443.59,7703.04,6569.76,6638.29,7423.73,6475.57
"211969_at",4326.74,3716.18,4565,7234.36,3310.63,2960.25,3569.29,5063.48,3460.78,3992.25,3323.91,4537.16,2605.83,2266.59,2445.26,5052.35,9060.31,5100.7,6458.9,6641.15,4985.28
"211970_x_at",21549.3,24862.9,16783.4,21486.4,16119.9,13117.5,14036.3,17094.3,13538.1,15012.3,19474,15394.1,19149.3,15357.7,17035,20224.5,16537.6,21428,18917.7,19113,20828.3
"211971_s_at",1460.84,1198.32,2046.48,2444.71,1608.84,1546.07,1660.2,1678.67,1684.5,1192.33,1290.07,1216.02,1422.09,1673.65,1313.6,880.482,2113.12,1121.4,857.39,913.545,874.926
"211972_x_at",18031.3,18125,19605.3,15166.9,13374.1,9753.26,11726.6,12629.5,11098.8,11402.7,14524.3,14363.7,16770.2,11551,12329.1,12960.1,13059,16662.8,14838.6,15539.7,18253.7
"211973_at",183.434,147.433,156.458,245.019,161.719,122.212,114.588,134.909,52.1918,74.5379,46.5441,18.9075,94.744,31.1727,48.8173,218.64,186.263,176.326,134.209,220.781,240.65
"211974_x_at",2530.05,5359.81,4146.64,2623.79,5846.93,3377.85,4169.14,5879.06,4084.94,4513.86,4047.18,5093.14,3531.2,4521.55,5040.44,7294.14,3396.02,5254.39,4797.45,4691.44,4573.35
"211975_at",917.39,1180.06,1091.41,933.278,1378.17,1266.28,1078.37,1391.06,1377.84,1312.61,1390.15,1371.84,1202.57,1119.66,1245.71,933.614,965.442,1031.52,976.845,1353.08,970.683
"211976_at",1600.53,1676.77,1395.68,1170.11,1186.69,1625.24,1667.4,1359.15,2202.79,1839.29,2414.3,1822.65,1328.36,1851.71,1853.45,1805.51,681.365,2269.41,1890.41,1874.55,1851.4
"211977_at",425.541,351.504,304.034,432.289,548.14,402.767,482.596,474.408,391.154,454.724,405.238,392.846,361.07,335.082,341.167,495.251,467.638,269.017,277.802,298.39,311.447
"211978_x_at",20519.1,24453.4,18478.5,25489.6,17607.7,13240.3,15108.8,16682,15749.5,14984.6,20375.7,18109.3,19734.6,16650.6,17805,20584.4,18799.5,24480,19543.9,19933.7,24842.5
"211979_at",458.787,581.261,395.93,426.531,559.109,383.407,413.555,379.468,468.923,438.772,571.814,468.802,439.009,540.688,470.455,657.954,243.36,992.497,837.027,818.603,637.601
"211980_at",9825.17,2644.33,6376.98,5364.91,3658.54,3735.61,7335.2,4318.56,4050.94,4279.33,2395.04,3793,4333.41,6305.41,3514.78,3088.54,6496.99,7608.91,4989.71,5476.87,4910.97
"211981_at",6503.06,762.334,2419.22,2223.08,1791.81,2063.27,4986.66,1476.7,2561.01,2554.09,1118.53,2223.01,3128.22,3970.47,1700.51,1865.81,2003.51,5572.03,3111.73,3105.53,3713.83
"211982_x_at",1244.02,988.184,611.652,4217.32,1304.23,1158.94,1744.66,1823.71,916.836,1313.47,1602.01,1539.18,1374.42,940.884,1398.66,1431.4,1034.76,1400.56,1121.32,1327.11,1186.1
"211983_x_at",21695.3,22838.5,17342.7,20243.3,14279.7,11489.1,13548.6,15777.2,12454.2,14404.7,18000.5,14625.1,16655.6,14605.8,16157.2,18013.4,17363.4,19867.1,16967.9,17549.1,18228.1
"211984_at",2109.93,3480.01,2587.43,2023.12,3105.05,3127.6,2822.28,2867.36,3692.84,3148.79,3851.85,2987.04,2387.14,3373.72,3335.92,3528.17,1552.94,3816.91,3017.99,2833.89,2677.64
"211985_s_at",1534.27,2005.52,2055.55,1331.01,1946.45,2386.4,1809.83,1699.22,2648.14,1697.49,2456.07,1818.13,1518.19,2395.49,2244.75,1950.8,1119.6,1409.91,1436.05,1412.52,1239.13
"211986_at",5150.02,12656.7,6200.21,3892.19,8100.38,8281.27,4090.26,8502.77,9011.39,7298.97,6722.91,6061.49,5108.57,10477.9,7248.18,10504.7,5293.82,11450.3,10840.3,10644.1,8008.27
"211987_at",802.641,491.147,846.304,520.568,469.102,1063,960.304,1010.82,857.668,697.364,839.051,659.126,703.758,825.581,585.801,534.094,961.938,553.943,578.516,588.645,395.672
"211988_at",1517.95,1412.35,2068.74,968.796,1355.03,1542.15,1393.22,1623.91,1838.12,1525.79,1420.52,1246.67,921.722,1564.67,1367.03,1084.38,1492.77,1523.89,1053.99,1275.91,1085.29
"211989_at",733.627,784.492,749.43,554.471,437.647,630.885,698.799,471.973,680.816,770.153,783.984,642.665,706.975,603.196,476.717,442.026,545.002,587.715,534.967,470.954,433.012
"211990_at",8482.09,12733,6192.22,7043.25,7870.49,5663.51,8592.78,9200.07,6144.77,8793.3,10503,9818.36,8542.15,8769.72,11145.7,12827.7,11064.9,10848.8,12516.8,12772.6,11763.2
"211991_s_at",3927.74,5041.41,1610.46,3745.51,6153.24,4003.98,6865.25,7374.39,3659.83,8595.16,10747.9,10402.6,8757.44,6935.19,10900.9,10640.2,6744.88,7775.29,8687.39,8361.89,5746.33
"211992_at",973.097,830.184,1388.79,993.111,694.521,577.546,884.272,827.563,814.515,958.829,543.935,930.5,448.875,511.603,633.389,1057.77,1291.44,1346.18,1358.72,1406.35,1055
"211993_at",126.444,89.6766,69.7494,122.948,123.609,76.7714,141.985,86.873,79.2458,66.9786,67.0802,97.7697,87.2606,72.2032,49.4609,99.7494,165.092,127.914,209.606,264.396,207.991
"211994_at",1327.09,1592.5,2398.54,1259.01,1227.29,1701.14,1366.69,1330.12,1726.9,1427.6,1197.19,1349.35,1423.61,1836.02,1224.36,1349.84,1707.79,1359.57,1584.87,1451.7,1283.87
"211995_x_at",22473.1,24592.5,19375.8,21896.1,16442.5,11981.5,13993.2,17377.7,13640.2,14717.3,18211.9,16439.7,20605.1,15531.7,19414.1,20054.5,19006.7,24841.7,19840.8,21584.5,22586.6
"211996_s_at",2718.91,2329.17,1145.35,2575.09,520.05,445.702,660.658,605.204,350.76,539.017,710.471,622.716,1484.67,2169.07,1343.53,1756.6,1438.81,800.872,2370.52,2508.01,1944.47
"211997_x_at",9871.21,12195.4,10353.3,16597.6,12460.6,9471.72,9193.75,8834.92,11324.1,11047,13268.2,12031.2,12957.3,9345.43,8199.38,12372.8,13201.5,8224.51,15254.3,15149.7,14074.9
"211998_at",661.742,1403.47,2143.14,1383.38,654.425,1341.68,743.908,676.384,1872.25,807.008,1482.58,650.564,1471.86,921.444,773.016,454.66,1878.81,955.042,2548.44,2257.57,1128.92
"211999_at",5843,6246.98,6121.57,9340.02,4903.74,5843.65,4873.22,5400.41,6056.35,4909.19,6143.75,4674.42,5770.9,5271.98,5600.69,6421.59,8518.36,6062.63,9521.83,9185.7,8313.1
"212000_at",253.232,147.697,104.456,126.99,23.409,69.3091,77.306,66.3761,23.2421,56.9951,87.0206,102.984,139.712,167.914,140.33,182.271,157.602,53.9995,161.792,203.687,148.808
"212001_at",916.038,519.122,418.284,604.982,374.116,319.864,493.421,406.642,296.796,332.018,416.892,435.055,917.565,967.592,641.093,725.644,554.626,337.344,800.205,976.355,793.038
"212002_at",713.455,536.306,754.709,1247.26,962.547,387.942,380.603,428.098,367.097,667.934,428.167,437.757,417.02,391.438,384.524,719.544,794.183,799.255,705.568,783.911,816.428
"212003_at",298.697,336.902,250.122,453.004,294.735,204.069,200.039,246.071,210.819,152.402,211.542,222.884,349.165,211.928,207.009,366.015,439.17,281.908,286.15,248.936,312.439
"212004_at",675.273,617.134,657.422,543.981,706.429,701.451,640.755,714.618,671.948,599.526,521.502,683.763,713.709,471.481,552.23,867.64,675.227,796.41,615.523,584.124,665.916
"212005_at",309.13,159.244,287.054,257.15,83.7046,133.246,280.534,199.411,307.577,307.785,240.945,84.8812,98.23,199.034,109.866,98.4048,67.5476,317.835,137.27,46.6104,97.4358
"212006_at",728.951,609.03,844.097,664.749,514.646,706.729,651.149,729.719,753.231,988.034,911.267,807.522,637.703,785.789,1016.04,764.306,718.894,854.877,569.219,606.605,619.012
"212007_at",686.746,635.382,565.358,418.75,387.066,317.564,287.769,505.047,287.953,340.109,202.361,438.291,316.604,246.32,363.69,1018.64,616.813,1241.08,1222.76,1505.22,992.72
"212008_at",611.587,301.427,460.672,459.145,677.308,770.178,454.302,306.329,813.201,1052.07,591.858,949.329,679.367,629.159,975.675,1104.74,572.366,725.536,431.986,550.92,924.098
"212009_s_at",220.382,196.517,187.662,465.836,54.6074,76.9694,123.138,11.9832,160.145,315.97,52.5468,277,116.883,25.6041,247.311,223.136,499.516,242.669,231.27,288.942,297.392
"212010_s_at",2271.18,2244.18,2521.22,4098.4,1904.31,1449.98,1889.3,2278.63,1717.26,2032.09,2511.1,2163.98,1924.84,1693.24,2775.06,2064.13,3092.18,1751.22,1747.58,1757.35,2142.84
"212012_at",3374.24,1347.88,1581.46,460.955,1781.69,2271.1,2881.75,1486.77,2641.75,2814.38,736.657,1690.75,2081.87,2776.88,1749.4,2673.72,1342.62,2400.01,1372.83,1286.63,1832.28
"212013_at",3193.65,1241.98,1576.41,348.317,2066.12,2153.53,2532.07,1316.71,2463.33,3120.1,769.336,1899.24,1757.91,2226.53,1264.87,2756.7,1216.16,2321.01,1138.47,1217.83,1579.52
"212014_x_at",1859.25,1863.05,1755.27,7252.3,3896.86,3409.64,1755.52,4400.69,3733.77,4545.69,3803.74,3920.07,3976.69,3019.1,5794.58,6555.81,3705.08,2314.61,2054.47,1909.41,2354.62
"212015_x_at",2248.25,1564.63,1082.31,2395.71,1508.53,2225.08,2046.15,2798.13,1637.2,1869.21,2460.07,2289.47,1918.09,2253.89,1751.29,1661.22,2582.97,1706.11,1654.48,1397.34,1374.92
"212016_s_at",572.727,344.104,271.359,670.357,379.273,229.997,257.26,187.572,233.97,417.877,213.01,431.952,277.336,240.272,311.071,802.967,629.708,844.17,927.302,710.371,1079.75
"212017_at",1002.79,1120.48,1285.5,1731.55,1100.31,694.099,1321.65,696.097,1391.33,653.501,1549.99,948.877,686.527,820.625,827.896,1224.23,1175.88,1648.31,1365.47,1414.6,1125.14
"212018_s_at",891.962,736.008,1930.65,1601.73,753.585,967.163,982.611,800.521,1137.67,705.626,938.616,761.357,702.121,964.585,737.036,480.164,1438.65,698.83,536.408,535.005,517.614
"212019_at",214.234,161.591,144.13,574.097,141.439,152.606,161.823,188.771,252.183,117.979,142.436,166.129,137.808,113.912,117.334,178.127,292.419,114.101,232.65,176.097,180.633
"212020_s_at",244.213,265.662,166.221,166.032,301.971,158.171,432.8,298.933,222.514,193.48,166.158,205.102,419.368,270.963,197.771,203.239,208.229,139.006,97.7523,195.388,247.338
"212021_s_at",411.24,310.995,153.132,263.148,348.608,130.936,341.938,293.491,218.451,287.649,230.528,290.379,373.483,255.513,179.931,282.201,252.172,295.514,146.631,149.429,265.413
"212022_s_at",137.88,154.846,32.0137,21.9137,214.487,39.4614,198.387,180.109,85.7728,152.169,106.576,217.07,230.063,119.334,145.699,130.22,70.0508,153.549,119.462,92.3409,258.021
"212023_s_at",83.1923,73.0595,80.8358,73.2428,189.783,65.3082,307.421,197.393,95.2655,193.083,100.546,151.341,252.272,115.668,125.044,117.815,61.5644,36.3101,121.322,156.311,144.046
"212024_x_at",1071.28,1333.5,1123.63,1179.61,1194.61,1206.97,1175.1,1575.42,1282.98,1616.92,2062.57,1693.98,1635.44,1062.02,1450.01,1131.81,1022.1,1304.59,1007.82,1131.5,1030.54
"212025_s_at",474.261,665.548,402.436,765.3,406.044,457.186,376.085,348.613,558.908,390.512,378.426,454.621,482.042,497.725,507.61,692.361,460.813,652.071,774.83,765.214,902.512
"212026_s_at",131.157,83.2824,185.361,59.651,122.553,254.67,151.214,150.787,192.928,229.145,86.3418,216.211,62.2728,65.811,152.997,101.33,116.719,229.566,126.827,36.8805,39.1516
"212027_at",503.558,484.714,248.173,417.486,126.512,140.591,203.846,189.161,115.701,203.569,99.1474,259.908,136.926,157.154,124.841,409.005,458.867,395.837,438.828,452.143,288.747
"212028_at",221.433,369.878,254.623,462.966,220.62,288.568,336.455,264.198,185.575,185.603,175.009,254.273,198.082,124.461,227.537,347.32,412.191,530.326,456.277,478.568,300.565
"212029_s_at",12.3138,9.59139,10.0592,16.5872,20.2137,9.36773,11.002,10.3135,10.6434,8.20708,16.4618,7.74625,17.7236,41.1236,11.6273,22.0678,10.5067,18.4,14.3199,32.0069,12.9773
"212030_at",397.014,278.129,329.604,588.865,176.895,205.357,292.32,254.277,323.432,152.286,245.14,345.462,441.884,569.722,497.496,312.235,436.91,326.496,451.863,452.204,339.807
"212031_at",1213,960.912,904.397,1470.73,615.855,610.111,818.425,900.096,736.594,620.095,620.276,724.88,1150.39,1338.38,1430.6,768.496,1489.31,463.386,769.13,1155.98,433.687
"212032_s_at",597.197,501.081,403.905,265.495,346.329,383.981,420.071,401.012,574.43,486.059,536.264,364.744,591.585,628.17,311.314,547.659,350.755,998.862,942.706,1034.25,563.715
"212033_at",2015.75,1310.5,1322.97,1735.13,1335.76,1325.54,1843.82,2729.94,887.265,1187.82,796.521,1227.03,2279.4,1339.13,1296.06,1340.27,1887.23,718.699,1285.49,871.018,711.763
"212034_s_at",1034.31,683.447,794.422,699.253,932.791,1090.22,1070.15,979.012,941.102,1079.26,994.744,1099.13,875.518,958.252,871.489,912.648,677.734,1116.08,1023.54,1072.48,907.089
"212035_s_at",379.803,82.7222,271.167,257.87,194.92,255.947,269.904,142.234,233.015,186.226,155.464,195.104,130.998,198.424,197.757,356.696,268.75,488.661,332.317,319.758,298.47
"212036_s_at",1411.1,781.873,747.155,961.023,274.609,428.71,493.118,665.819,452.502,423.638,803.096,660.573,928.852,1293.82,959.833,719.272,697.848,449.435,904.404,999.804,775.201
"212037_at",1322.25,725.63,1131.37,1900.48,487.932,917.356,855.471,759.728,854.557,656.877,506.177,801.216,591.133,955.116,872.308,666.271,1341.09,536.315,369.348,454.656,647.448
"212038_s_at",1399.62,1079.87,1338.58,2189.76,1401.24,1406.66,1492.97,1865.67,1668.47,1500.24,1468.74,1403.91,1667.16,1840.93,1892,1848.55,2258.73,1337.91,1098.49,1089.24,1391.6
"212039_x_at",23092.9,24325.3,26375.2,18103.3,17006.3,13377.2,16230.5,17157.8,16829.5,17559.8,23610,18054.2,20920,16905.1,17253.1,17287.7,16354.9,20918.8,20140.1,19028.1,23423.6
"212040_at",785.528,1015.44,825.988,802.296,1499.05,1315.22,1147.61,1374.68,1454.59,889.465,1208.23,1151.45,590.943,834.473,1134.66,1409.23,761.296,1137.31,1307.56,1375.19,1529.39
"212041_at",2735.83,3157.33,1629.24,3064.61,3303.01,2540.9,2907.61,3229.86,2868.05,3762.46,3948.96,4102.61,2897.51,2834.69,3400.46,3651.16,2490.56,2824.94,3635.38,3627.93,3830.37
"212042_x_at",9575.54,9110.38,11795.3,8553.95,4519.33,5665.2,6231.08,6009.86,5750.63,5690.13,8024.73,6731.12,6766.62,6905.61,6215.81,5777.58,8637.99,5643.43,6828.91,6361.98,8109.82
"212043_at",2786.7,3662.71,2502.64,2858.57,3359.36,2651.06,2838.75,3235.61,2357.96,2647.33,3349.08,2586.34,1962.86,2745.62,3188.72,3137.29,2472.54,3005.88,3098.61,3057.52,3013.53
"212044_s_at",464.069,393.878,490.684,493.322,218.531,251.866,239.501,305.172,97.3719,160.32,153.95,143.859,413.72,263.476,213.061,288.483,565.048,198.601,254.57,496.507,244.667
"212045_at",485.716,454.302,337.62,268.733,975.453,965.976,900.249,722.55,675.471,592.691,680.885,489.525,888.705,717.674,520.584,701.494,403.801,897.096,832.96,772.64,651.803
"212046_x_at",413.384,766.272,1023.51,380.665,909.913,1057.07,428.464,702.769,1454.47,921.303,1107.24,1012.71,544.207,903.319,543.878,600.681,209.975,1484.99,1216.69,948.091,1282.16
"212047_s_at",433.36,451.153,626.958,269.751,755.688,728.614,825.081,843.074,799.996,720.818,1140.19,671.753,770.304,595.09,684.12,421.439,484.098,617.474,669.876,694.49,437.615
"212048_s_at",1111.52,1075.23,663.809,2667.06,1125.16,964.305,1088.92,1226.48,1081.17,1006.66,1175.54,905.074,1094.18,1036.31,1434.56,1144.45,1844.11,906.85,808.43,672.506,937.353
"212049_at",589.273,840.241,676.954,765.662,952.393,861.98,743.971,826.392,948.53,763.525,844.563,604.427,895.987,879.758,700.683,662.479,617.008,564.167,822.777,730.377,679.424
"212050_at",684.923,674.104,726.982,493.615,878.743,935.57,811.19,857.674,1112.14,750.931,761.788,770.467,761.679,856.175,782.561,632.178,595.929,721.493,829.674,807.407,621.618
"212051_at",851.129,1225.96,859.081,633.438,1400.61,1295.49,1057.36,1120.77,1340.83,1267.27,1060.02,1217.4,929.701,988.482,931.782,1074.58,877.266,1173.64,1199.41,1177.87,995.25
"212052_s_at",1390.08,1673.89,1142.39,1031.96,1067.94,1004.88,1143.51,901.482,974.79,1166.5,1178.15,1180.7,1087.01,1284.21,1076.69,1781.5,999.871,1559.18,1515.21,1452.87,1315.58
"212053_at",1422.93,1505.48,1133.26,1028.22,1128.96,1619.72,1142.24,1110.04,1484.87,1332.99,1278.59,1087.08,1502.15,1846.36,1563.7,1158.13,946.779,1176.9,1282.2,1575.44,1092.84
"212054_x_at",953.852,955.085,747.964,532.828,670.262,697.603,706.776,639.134,648.848,798.244,1277.08,889.861,790.214,879.179,844.816,974.137,604.786,1307.01,1149.91,1208.33,782.715
"212055_at",733.549,444.329,515.322,182.354,359.134,551.373,574.144,442.329,614,756.76,583.721,539.948,494.365,751.317,527.952,479.956,265.061,604.42,651.358,648.06,728.683
"212056_at",617.32,401.522,1048.58,156.513,419.844,687.04,829.964,436.472,423.036,385.767,544.754,323.778,690.441,464.118,434.691,325.627,387.411,491.892,611.845,567.426,277.489
"212057_at",672.161,450.753,938.38,280.804,235.064,346.69,533.561,414.489,395.808,267.168,233.786,368.076,422.339,508.414,409.558,550.796,357.685,793.346,1019.47,994.752,620.836
"212058_at",1196.64,865.873,1180.54,1357.42,981.116,1119.6,1239.1,1445.37,999.478,1035.08,1204.94,1027.8,1036.54,1405.81,1081.05,845.957,1257.31,776.794,945.34,971.321,800.742
"212059_s_at",321.631,398.592,320.655,361.438,252.619,223.261,201.575,210.825,265.502,302.812,267.278,375.578,340.93,309.753,322.499,428.564,390.4,288.442,538.602,408.906,412.634
"212060_at",263.527,166.283,198.873,269.953,153.38,224.553,144.844,274.999,188.999,153.922,247.502,145.784,220.109,185.833,178.845,109.758,260.726,96.7152,184.98,170.579,97.3366
"212061_at",391.852,295.347,664.84,505.522,377.083,370.26,301.52,414.255,350.864,256.007,522.29,325.415,468.879,409.432,433.173,208.719,309.741,258.145,179.319,249.894,222.593
"212062_at",311.642,578.823,1066.3,166.468,505.994,906.812,379.831,267.319,1547.3,374.379,561.681,472.264,292.497,576.292,477.567,304.033,851.34,562.996,773.263,646.108,445.995
"212063_at",5592.47,8190.09,4488.68,11647.1,7924.42,5468.24,5056.88,6390.24,4279.36,5750.22,5631.19,5830.42,6711.66,5894.9,7735.56,7553.82,8965.5,5860.64,4649.29,4517.67,4864.27
"212064_x_at",1165.61,928.365,766.718,1194.5,1120.59,919.012,1062.71,1077.47,902.8,1110.78,1027.42,783.093,1104.7,875.353,774.541,1731.7,836.812,1627.16,1636.76,1625.3,1621.53
"212065_s_at",365.219,125.547,240.232,288.484,284.112,375.816,177.215,130.414,244.212,339.23,139.646,363.845,359.536,237.567,278.764,242.394,237.485,156.397,138.169,172.832,210.037
"212066_s_at",2146.22,1491.27,1644.54,1762.68,1465.53,2095.66,2406.31,2332.22,1970.22,1594.7,2265.54,1861.17,2261.38,2298.44,1719.24,1570.24,1341.32,2025.47,1745.35,1929.26,1786.67
"212067_s_at",6662.17,11364.8,6752.85,3445.21,11106.6,7731.2,8685.11,9727.03,8644.42,8992.88,8868.16,8971.96,8365.04,6819.71,7146.74,8979.92,5499.08,9464.12,9531.73,10201.4,11360.7
"212068_s_at",1454.27,1095.53,1477.69,1298.38,961.381,1307.67,1118.23,1067.83,1163.56,781.551,1097.6,986.271,1386.07,1050.09,1005.7,932.822,1203.06,892.919,1350.51,1531.19,1138.03
"212069_s_at",531.787,254.524,281.667,294.385,501.069,365.403,520.814,214.877,560.53,323.948,532.75,357.587,373.085,322.61,346.037,377.043,327.93,549.14,387.934,387.385,622.49
"212070_at",634.522,546.702,704.176,597.912,376.999,472.635,521.293,328.675,531.894,316.476,156.799,401.66,411.278,294.618,367.292,236.239,301.329,231.213,186.96,232.585,336.683
"212071_s_at",4115.85,4680.37,8140.15,1942.29,3342.48,5842.95,3741.5,3497.76,6865.63,5107.12,4518.87,4899.05,4413.4,7912.78,4629.01,3799.69,6938.52,6784.98,8377.84,5687.9,6453.1
"212072_s_at",884.539,725.478,844.812,798.668,520.248,584.45,714.586,570.997,517.667,543.091,750.589,729.214,531.885,501.556,736.892,878.769,745.653,596.603,752.166,748.332,838.72
"212073_at",438.26,435.18,299.324,513.784,112.97,174.04,189.838,174.865,197.549,242.058,245.184,240.535,217.897,127.246,114.67,305.418,368.661,498.735,500.024,424.324,492.706
"212074_at",1434.06,1598.14,2114.56,939.004,633.576,1538.69,960.611,982.984,1310.08,639.626,576.673,522.549,867.168,1859.66,1042.48,520.17,1245.28,734.763,608.192,750.646,536.85
"212075_s_at",435.543,277.58,418.859,419.768,323.766,228.803,255.25,243.876,227.266,265.701,226.261,323.547,340.117,241.222,201.479,421.103,416.172,327.125,317.742,300.851,358.316
"212076_at",361.749,395.271,401.115,247.777,271.484,289.718,390.188,253.94,433.698,313.382,242.47,410.232,403.152,334.999,258.649,371.717,365.989,252.419,332.301,516,475.684
"212077_at",6504.65,4174.77,4914.38,1951.19,3220.71,4886.51,4439.47,3517.26,3655.1,3423.63,2847.74,2769.48,3509.02,4735.99,2384.31,2747.48,3521.81,4592.92,3143.74,2933.78,2937.22
"212078_s_at",235.01,255.364,334.471,179.637,63.8131,182.613,142.731,178.815,253.992,125.469,98.8855,314.453,182.154,119.336,135.414,399.851,199.69,340.63,422.042,508.125,293.337
"212079_s_at",95.9498,131.34,84.0574,50.438,216.551,99.1159,101.505,103.995,113.287,97.0172,90.0163,109.414,86.7188,96.3444,62.7635,208.491,105.54,153.228,174.374,276.967,146.344
"212080_at",580.738,728.37,593.597,292.293,617.606,697.279,694.719,546.351,985.393,557.257,682.54,776.29,552.172,668.409,438.418,585.776,438.786,638.28,901.234,997.251,524.868
"212081_x_at",597.667,309.228,512.204,760.137,379.843,298.239,468.06,298.896,416.391,329.024,353.659,390.71,577.332,304.458,417.374,475.211,696.449,451.282,479.379,597.226,591.323
"212082_s_at",7983.73,10509.3,11410.7,7311.79,7987.12,6438.03,7388.31,8709.96,6569.48,7265.63,8423.31,7863.78,8878.92,8428.29,9504.72,8233.42,7899.03,9742.49,7265.68,7908.57,7720.75
